Address,Employment_Status,Rent_vs_Own,Household_Size,Average_Age_of_Residents,Median_Household_Income
13 Cathedral Row,Full-Time,Own,5,57,42374.81211
193 Cross Keys Way,Full-Time,Own,2,29,48554.08391
62 Alumni Grove,Unemployed,Rent,2,57,11344.55845
96 College Crescent,Full-Time,Own,5,26,40599.86086
47 Cedar Crescent,Full-Time,Own,5,57,40672.01806
38 School House Lane,Full-Time,Rent,1,48,58584.20124
156 George Square,Retired,Rent,1,37,28201.55489
37 Library Lane,Full-Time,Own,4,31,58690.88944
81 Union Street,Part-Time,Rent,1,59,27572.93663
87 Research Boulevard,Unemployed,Rent,1,43,9801.937952
40 Abbey Lane,Full-Time,Own,6,58,44707.44293
42 Faculty Court,Unemployed,Rent,5,58,8707.491276
174 Heritage Close,Full-Time,Rent,3,50,42456.02401
180 Market Cross Road,Full-Time,Own,1,30,53937.32407
178 College Road,Full-Time,Own,5,50,40281.11709
115 Parliament Street,Full-Time,Own,1,59,47777.88147
196 Library Lane,Full-Time,Own,6,47,49089.44161
6 Scholar’s Walk,Full-Time,Rent,3,51,45858.37378
188 Merchant Street,Full-Time,Own,5,34,45005.45751
182 Union Street,Part-Time,Own,3,54,31374.5055
97 Blossom Rise,Part-Time,Rent,3,58,33939.33205
2 Manor Row,Full-Time,Own,4,57,50112.52024
124 Prince’s Gate,Full-Time,Own,3,33,54235.62219
11 Alumni Grove,Full-Time,Rent,3,25,54623.24077
62 Stable Mews,Retired,Rent,2,57,29073.4761
186 Stable Mews,Part-Time,Rent,4,31,32802.85703
141 Scholar’s Walk,Part-Time,Rent,2,33,27250.95214
120 Station Road,Full-Time,Rent,3,40,43796.67883
114 Mill Street,Full-Time,Own,2,54,58162.03321
138 Town Gate,Full-Time,Own,5,42,55332.29987
15 Town Gate,Full-Time,Own,6,48,52506.8436
171 Church Road,Part-Time,Rent,6,38,35378.69202
70 Professor’s Close,Unemployed,Rent,6,53,10692.42188
67 Lecture Hall Lane,Part-Time,Own,2,43,31623.26177
120 Merchant Street,Retired,Rent,1,30,28688.95832
159 Union Street,Full-Time,Rent,4,29,55764.92038
71 Professor’s Close,Unemployed,Rent,6,35,9184.881117
193 Church Road,Part-Time,Own,2,31,29993.32889
57 Cobbler’s Alley,Full-Time,Own,1,34,53154.47889
172 College Road,Part-Time,Rent,3,42,26830.04179
94 Exam Square,Full-Time,Rent,5,57,52784.99511
17 Birch Grove,Full-Time,Rent,6,39,54749.0617
173 Stable Mews,Full-Time,Rent,2,35,45294.77138
45 Chestnut Mews,Full-Time,Own,1,42,45395.36594
183 Cedar Crescent,Full-Time,Rent,6,53,59867.37199
125 Magnolia Row,Full-Time,Rent,1,27,47315.37848
103 Scholar’s Walk,Unemployed,Rent,4,54,8113.919871
108 Chestnut Mews,Part-Time,Rent,3,37,26040.2495
67 Town Gate,Full-Time,Own,4,50,55079.7351
152 Varsity Place,Full-Time,Rent,2,43,53475.58414
5 Faculty Court,Unemployed,Rent,3,35,11339.29673
32 Exam Square,Full-Time,Rent,2,29,53164.69415
36 Cathedral Row,Full-Time,Own,5,49,52153.61992
87 Dean’s View,Unemployed,Rent,2,53,10864.31437
40 Cross Keys Way,Full-Time,Rent,6,46,58022.28707
111 Merchant Street,Part-Time,Own,3,49,32650.35278
115 Exam Square,Full-Time,Own,2,56,42143.91566
33 Union Street,Full-Time,Own,4,59,55915.06391
136 Lecture Hall Lane,Unemployed,Rent,1,41,11932.17808
144 Aspen Gardens,Retired,Rent,2,50,20028.08599
156 Study Mews,Unemployed,Rent,4,27,9966.976317
4 Manor Row,Full-Time,Own,6,57,40726.58288
49 Magnolia Row,Full-Time,Rent,3,55,59103.05541
50 Research Boulevard,Full-Time,Rent,5,31,59169.97525
94 The Green,Part-Time,Own,1,44,31559.72055
44 High Street,Full-Time,Own,4,43,50127.53415
151 Town Gate,Retired,Own,2,29,20336.00202
154 Pillory Hill,Full-Time,Rent,1,56,59328.46912
123 Friar’s Court,Full-Time,Own,2,41,59423.86263
3 Church Road,Full-Time,Own,6,32,54864.58263
95 Bridge Street,Part-Time,Own,4,59,24347.01679
193 Albert Walk,Full-Time,Own,3,30,55921.69467
20 Poppy Crescent,Full-Time,Rent,4,28,51239.01653
96 Study Mews,Unemployed,Rent,3,58,11886.2982
55 Campus Avenue,Full-Time,Own,6,25,53641.75824
20 Alumni Grove,Full-Time,Own,3,52,59118.17703
115 Rosehip Road,Full-Time,Own,1,51,42084.21561
92 Birch Grove,Retired,Own,2,45,27558.45966
136 Friar’s Court,Retired,Rent,1,49,28827.24359
147 Cedar Crescent,Full-Time,Rent,5,48,52719.10551
66 Freshers Row,Full-Time,Rent,1,52,50825.33742
1 Cedar Crescent,Part-Time,Own,1,26,33300.92527
22 Mill Street,Part-Time,Own,4,31,34259.41431
175 Professor’s Close,Full-Time,Rent,5,35,52466.36975
164 High Street,Part-Time,Own,6,54,32820.56566
152 Poppy Crescent,Part-Time,Own,5,43,28798.86469
71 George Square,Retired,Own,1,30,23479.92901
146 Seminar Terrace,Part-Time,Own,4,40,26448.4238
64 Lavender Park,Full-Time,Rent,4,43,52502.3764
180 Exchange Place,Part-Time,Own,2,50,33814.24936
142 Aspen Gardens,Full-Time,Own,3,39,53269.91776
187 Market Lane,Full-Time,Rent,1,58,47848.42374
115 Exchange Place,Full-Time,Rent,6,38,59744.55665
83 Dean’s View,Unemployed,Rent,4,29,8024.69124
161 Dahlia Court,Full-Time,Own,3,44,46197.79797
154 Exam Square,Unemployed,Rent,6,36,11872.73109
186 Lavender Park,Part-Time,Own,3,31,28624.57715
93 Sycamore Way,Full-Time,Own,3,58,52403.01707
148 Stable Mews,Full-Time,Own,5,56,44793.74471
138 Study Mews,Full-Time,Own,6,33,53800.21018
166 Lab Street,Unemployed,Rent,1,33,10594.90972
74 Cedar Crescent,Full-Time,Own,4,43,52342.56672
155 Lavender Park,Full-Time,Own,1,36,47520.65025
159 Varsity Place,Full-Time,Rent,1,32,59126.62043
33 Graduation Way,Part-Time,Own,5,36,31723.31319
69 Willow Heights,Full-Time,Rent,1,40,41857.07351
3 Union Street,Full-Time,Own,1,27,54728.04219
38 Church Road,Retired,Rent,1,32,23195.50576
172 Lecture Hall Lane,Unemployed,Rent,4,35,9320.59226
120 Cross Keys Way,Full-Time,Rent,2,42,44516.2504
100 Friar’s Court,Full-Time,Rent,4,34,52959.44629
40 Town Gate,Full-Time,Own,4,57,59116.27638
187 Graduation Way,Unemployed,Rent,3,39,11274.55285
186 Campus Avenue,Full-Time,Own,1,47,58482.02648
40 Primrose Avenue,Full-Time,Rent,5,36,58614.96768
180 Abbey Lane,Full-Time,Own,6,52,40030.9159
195 Professor’s Close,Unemployed,Rent,4,27,10497.30341
127 Stable Mews,Part-Time,Rent,2,25,35161.05905
24 Scholar’s Walk,Unemployed,Rent,4,59,10205.64024
139 Cathedral Row,Full-Time,Rent,1,25,53603.71115
90 Church Road,Retired,Rent,1,54,24367.32983
167 College Road,Unemployed,Rent,1,54,11407.41054
6 Varsity Place,Full-Time,Rent,5,38,41842.37873
102 Oak Lane,Full-Time,Rent,6,48,47452.59657
10 Chapel Walk,Retired,Own,2,44,20788.85032
89 High Street,Retired,Own,1,44,21415.89082
195 Cedar Crescent,Full-Time,Own,2,57,43149.81608
61 Exam Square,Full-Time,Own,3,36,40099.0107
194 Maple Drive,Full-Time,Own,6,29,56281.99109
190 Bluebell View,Full-Time,Rent,4,47,57849.82933
104 Graduation Way,Full-Time,Own,6,40,40801.62002
62 Faculty Court,Full-Time,Rent,5,51,44660.63644
29 Alumni Grove,Part-Time,Own,2,33,28093.05157
9 Market Lane,Full-Time,Rent,3,38,55964.76268
46 Maple Drive,Retired,Own,1,53,22332.60828
196 Academic Crescent,Full-Time,Own,6,38,47984.70275
72 Dahlia Court,Full-Time,Rent,4,55,59475.15632
6 Dahlia Court,Retired,Rent,1,31,28277.49952
173 Grand Arcade,Part-Time,Own,5,33,25195.96347
114 Birch Grove,Full-Time,Own,1,38,46390.81181
188 Crown Street,Full-Time,Own,6,43,51539.12584
69 Professor’s Close,Full-Time,Own,5,58,53657.71452
1 Professor’s Close,Unemployed,Rent,6,34,10578.57318
63 Rosehip Road,Part-Time,Rent,6,40,25012.78724
116 Parliament Street,Full-Time,Rent,1,47,59864.22769
1 Exchange Place,Full-Time,Own,2,55,43659.07966
103 Abbey Lane,Full-Time,Own,6,26,43515.61134
97 School House Lane,Full-Time,Own,1,46,44837.79105
127 Lab Street,Full-Time,Rent,1,28,48214.30589
56 Varsity Place,Retired,Rent,1,57,23208.59583
105 School House Lane,Part-Time,Rent,6,46,30144.2982
187 Castle Lane,Full-Time,Own,2,55,58214.62166
188 Bluebell View,Part-Time,Own,1,36,24485.74468
100 Magnolia Row,Full-Time,Rent,1,57,47738.60976
110 Union Street,Full-Time,Own,4,44,59716.7552
70 Seminar Terrace,Part-Time,Own,5,33,26975.57344
105 Cedar Crescent,Full-Time,Own,3,47,56370.26476
150 Albert Walk,Full-Time,Own,2,57,47839.77323
25 Blossom Rise,Full-Time,Rent,2,43,58205.04759
46 Library Lane,Unemployed,Rent,1,57,10547.82101
134 Chancellor Road,Unemployed,Rent,5,45,10538.80643
85 Dahlia Court,Full-Time,Own,6,56,57805.55286
79 Chestnut Mews,Part-Time,Rent,4,43,34849.25056
8 Faculty Court,Unemployed,Rent,6,46,9198.327871
195 Maple Drive,Part-Time,Own,6,42,34065.70969
82 Exam Square,Unemployed,Rent,4,49,11360.17164
198 Campus Avenue,Unemployed,Rent,1,40,10820.2874
198 Castle Lane,Full-Time,Own,6,50,44822.92391
81 Horizon Close,Full-Time,Rent,6,37,42157.0088
5 Cobbler’s Alley,Part-Time,Rent,1,56,31416.33849
78 Professor’s Close,Full-Time,Own,3,27,53078.39433
152 Parliament Street,Retired,Rent,2,43,29702.21654
102 Cathedral Row,Full-Time,Rent,1,38,47963.18014
90 Castle Lane,Full-Time,Rent,3,45,54454.44302
97 College Road,Retired,Own,1,56,28791.56305
91 Research Boulevard,Full-Time,Own,6,48,55976.40313
151 Lecture Hall Lane,Full-Time,Rent,4,40,48085.57918
5 Friar’s Court,Full-Time,Rent,4,32,44789.30274
69 Faculty Court,Unemployed,Rent,5,53,8127.955429
140 Cathedral Row,Full-Time,Own,1,29,55161.75533
126 Juniper Walk,Full-Time,Own,1,38,47695.68024
88 Castle Lane,Retired,Rent,1,48,25018.58969
155 Parliament Street,Full-Time,Own,3,34,59645.75186
100 Pillory Hill,Part-Time,Own,5,29,24057.38248
90 High Street,Full-Time,Rent,5,35,45510.2597
160 Church Road,Full-Time,Rent,4,57,59621.99749
156 Varsity Place,Unemployed,Rent,1,53,9951.847602
118 Chestnut Mews,Full-Time,Own,6,58,58753.19365
20 Exchange Place,Full-Time,Rent,3,26,57028.04699
119 Lecture Hall Lane,Unemployed,Rent,1,48,10846.60865
124 Magnolia Row,Full-Time,Own,5,45,54274.9468
72 Crown Street,Part-Time,Own,3,32,24055.64106
13 High Street,Full-Time,Rent,2,34,45943.98464
100 Lecture Hall Lane,Part-Time,Own,2,35,29290.35914
165 Study Mews,Full-Time,Own,4,38,50396.09532
118 Freshers Row,Unemployed,Rent,2,29,9775.390475
74 Victoria Parade,Part-Time,Own,6,49,29237.81644
50 Stable Mews,Part-Time,Own,5,50,34351.35692
190 Poppy Crescent,Full-Time,Own,5,58,59392.06354
44 Ivy Boulevard,Full-Time,Rent,2,54,56940.68526
84 Research Boulevard,Unemployed,Rent,4,41,10764.61274
20 Stable Mews,Retired,Own,1,57,27362.91702
158 George Square,Full-Time,Own,2,55,54746.60215
191 Academic Crescent,Unemployed,Rent,2,42,11198.81625
130 Scholar’s Walk,Full-Time,Rent,6,36,41118.30134
159 Library Lane,Full-Time,Own,5,30,41495.67866
169 School House Lane,Retired,Rent,1,35,20973.75973
111 Lecture Hall Lane,Retired,Own,1,50,29111.83519
73 Library Lane,Full-Time,Rent,6,32,52435.9042
132 Seminar Terrace,Full-Time,Own,4,56,49106.43383
92 Bluebell View,Full-Time,Rent,6,47,55404.68897
148 Friar’s Court,Full-Time,Rent,6,29,44402.16692
127 Market Lane,Full-Time,Own,3,54,56100.28501
73 Grand Arcade,Full-Time,Rent,2,28,46917.15284
87 Manor Row,Full-Time,Rent,4,30,52689.44732
4 College Road,Full-Time,Rent,2,46,59749.09018
7 Professor’s Close,Retired,Rent,2,50,20718.78293
73 Castle Lane,Full-Time,Own,2,53,59149.80965
70 Birch Grove,Full-Time,Own,2,53,55355.88944
134 Church Road,Part-Time,Rent,6,29,29345.1632
58 Library Lane,Retired,Own,1,43,21025.3017
97 Primrose Avenue,Full-Time,Rent,1,27,42233.96932
33 Aspen Gardens,Part-Time,Own,6,38,30989.18317
145 Library Lane,Retired,Rent,1,47,25254.49239
127 The Green,Full-Time,Rent,2,51,50707.90903
68 Heritage Close,Part-Time,Rent,4,37,27335.35118
91 Crown Street,Full-Time,Rent,2,46,41835.42765
2 Market Lane,Retired,Own,1,35,27994.39817
152 Butcher’s Row,Full-Time,Own,3,39,44435.31354
103 Study Mews,Unemployed,Rent,4,53,10581.55616
109 Abbey Lane,Full-Time,Own,3,39,47296.79023
21 Bridge Street,Part-Time,Rent,6,49,31608.3501
42 Cathedral Row,Full-Time,Rent,2,45,55388.23794
56 High Street,Retired,Rent,1,33,21939.79588
60 Old Forge Lane,Part-Time,Rent,4,49,24164.70063
3 Abbey Lane,Full-Time,Rent,5,52,45582.13569
137 Professor’s Close,Full-Time,Rent,3,47,59225.59274
77 Prince’s Gate,Part-Time,Own,3,53,26197.30557
174 Sycamore Way,Full-Time,Own,2,54,49466.77758
30 Rosehip Road,Part-Time,Rent,6,49,28480.71804
182 Study Mews,Full-Time,Rent,6,44,46190.7361
104 Campus Avenue,Full-Time,Rent,4,59,54618.42838
173 Bridge Street,Full-Time,Rent,6,25,54433.52511
38 Cross Keys Way,Full-Time,Own,4,48,55602.65102
133 Friar’s Court,Full-Time,Rent,1,53,46783.47573
34 Ivy Boulevard,Part-Time,Rent,2,49,28310.48796
106 High Street,Full-Time,Own,4,43,50944.93776
51 Chestnut Mews,Full-Time,Own,5,43,40075.80933
113 Silverleaf Way,Full-Time,Own,3,57,59076.55831
187 Library Lane,Unemployed,Rent,5,47,8937.794467
53 Dean’s View,Part-Time,Own,6,59,26068.39361
107 Aspen Gardens,Full-Time,Rent,3,52,52747.56049
169 Exam Square,Retired,Rent,1,27,28481.03966
59 Old Forge Lane,Part-Time,Own,4,36,31703.37731
173 Chestnut Mews,Retired,Own,2,32,26292.04747
160 Station Road,Part-Time,Own,2,58,29860.6586
70 College Road,Full-Time,Rent,5,30,57813.75816
136 Heritage Close,Part-Time,Rent,3,26,35606.62387
64 Abbey Lane,Full-Time,Own,6,45,51905.28531
182 Birch Grove,Full-Time,Own,4,35,41577.56755
171 Castle View,Full-Time,Rent,6,57,42017.68255
20 Bridge Street,Full-Time,Own,5,37,48384.6169
19 Oak Lane,Full-Time,Own,2,39,49844.65913
112 The Old Yard,Full-Time,Own,5,36,52811.46447
36 Study Mews,Unemployed,Rent,3,47,11973.41837
33 Scholar’s Walk,Full-Time,Rent,6,42,54156.37236
34 Graduation Way,Full-Time,Own,6,49,57466.45186
35 Research Boulevard,Unemployed,Rent,1,53,11771.06076
160 Union Street,Full-Time,Own,1,44,43913.43756
166 Stable Mews,Retired,Rent,1,43,23336.58415
45 Silverleaf Way,Full-Time,Own,4,38,53759.55255
193 Campus Avenue,Unemployed,Rent,3,58,10611.78099
170 Chapel Walk,Full-Time,Rent,2,54,48464.56746
196 Market Lane,Full-Time,Own,1,34,57081.65684
88 Dean’s View,Unemployed,Rent,5,32,11923.77448
12 Chancellor Road,Retired,Rent,2,26,23983.98108
85 Maple Drive,Part-Time,Own,3,46,28168.98247
90 Library Lane,Unemployed,Rent,3,48,9152.735699
131 Horizon Close,Full-Time,Rent,2,30,51225.25709
126 Dean’s View,Unemployed,Rent,1,29,10448.93218
133 Queen Avenue,Full-Time,Own,5,54,43640.675
174 Friar’s Court,Full-Time,Rent,2,54,45640.25199
168 Lab Street,Full-Time,Rent,6,56,42414.01624
149 Cathedral Row,Full-Time,Rent,6,27,58087.93075
30 Grand Arcade,Part-Time,Own,6,36,31781.58845
168 Sycamore Way,Full-Time,Rent,2,50,51120.46946
37 King Street,Part-Time,Rent,2,36,35085.52991
106 Bluebell View,Full-Time,Own,4,58,59654.10626
153 George Square,Part-Time,Own,2,33,24298.28901
145 Victoria Parade,Full-Time,Rent,6,32,55803.6186
101 Aspen Gardens,Full-Time,Own,2,46,50776.56818
156 Queen Avenue,Full-Time,Own,6,33,40049.2192
96 Bell Tower Street,Full-Time,Own,6,48,48592.64701
115 Market Lane,Full-Time,Rent,2,36,55477.1775
58 Academic Crescent,Full-Time,Own,2,36,54856.1111
143 Sycamore Way,Full-Time,Own,4,42,58548.08087
111 Silverleaf Way,Full-Time,Own,3,41,52428.81143
108 Town Gate,Retired,Rent,1,55,22262.49679
173 Academic Crescent,Full-Time,Own,4,33,54523.65691
46 Victoria Parade,Part-Time,Own,2,56,35774.83553
10 Butcher’s Row,Full-Time,Rent,3,43,57706.0291
35 Bridge Street,Part-Time,Own,4,27,24025.41598
154 Friar’s Court,Full-Time,Rent,1,48,48634.35172
196 Chestnut Mews,Full-Time,Own,1,50,44160.64324
131 Freshers Row,Unemployed,Rent,2,44,9973.941589
107 Bluebell View,Full-Time,Own,2,38,47835.97462
86 Stable Mews,Full-Time,Rent,5,56,51242.21151
42 Bridge Street,Full-Time,Rent,1,32,56518.48242
83 Campus Avenue,Full-Time,Rent,3,35,52854.73573
32 Chancellor Road,Unemployed,Rent,3,30,9431.633448
195 Willow Heights,Part-Time,Rent,6,56,28057.01231
32 Crown Street,Full-Time,Rent,6,57,44199.6162
193 Seminar Terrace,Unemployed,Rent,5,41,10061.92283
130 Research Boulevard,Full-Time,Own,1,58,56219.09518
8 Seminar Terrace,Part-Time,Rent,4,59,24012.11248
191 Study Mews,Unemployed,Rent,4,46,10834.20063
101 Pillory Hill,Full-Time,Own,3,26,50141.0575
112 Freshers Row,Unemployed,Rent,4,56,11440.16498
76 Varsity Place,Part-Time,Rent,2,47,30130.85508
38 Blossom Rise,Full-Time,Own,2,37,57576.05445
191 Lab Street,Unemployed,Rent,5,52,10957.33739
70 Horizon Close,Full-Time,Own,4,40,49711.24983
175 Silverleaf Way,Part-Time,Rent,5,37,27581.7158
135 Primrose Avenue,Full-Time,Rent,1,48,59488.21225
111 Bell Tower Street,Full-Time,Own,4,28,44180.96912
63 George Square,Part-Time,Own,3,56,33342.7355
123 Church Road,Full-Time,Rent,3,50,53684.38669
135 Aspen Gardens,Full-Time,Own,1,39,48211.64502
12 Oak Lane,Retired,Own,1,40,27183.6033
82 Library Lane,Full-Time,Own,2,25,42593.25042
17 Campus Avenue,Part-Time,Own,4,52,26892.61226
147 Merchant Street,Full-Time,Rent,5,41,54383.54085
23 Prince’s Gate,Full-Time,Own,1,40,42558.33835
138 High Street,Part-Time,Rent,6,55,34873.41032
50 Abbey Lane,Full-Time,Own,4,40,51951.38549
13 Study Mews,Full-Time,Rent,3,28,41421.9174
174 Parliament Street,Full-Time,Own,5,48,55374.42671
198 Dean’s View,Full-Time,Own,5,51,48750.81264
55 Research Boulevard,Unemployed,Rent,4,59,9185.298907
116 Study Mews,Full-Time,Own,3,58,50627.04901
149 College Road,Full-Time,Own,5,45,55022.51378
120 Faculty Court,Full-Time,Own,4,37,58218.57346
67 Study Mews,Unemployed,Rent,3,33,9281.661393
92 Market Cross Road,Part-Time,Own,6,31,32332.31477
148 Study Mews,Unemployed,Rent,4,53,9364.936388
192 Study Mews,Retired,Own,1,47,20133.76304
31 Town Gate,Retired,Rent,2,42,29627.35204
46 Cathedral Row,Full-Time,Own,1,48,45961.09366
32 School House Lane,Full-Time,Own,6,29,49289.37921
102 Library Lane,Unemployed,Rent,2,48,10596.51219
6 Town Gate,Full-Time,Rent,4,45,53595.35926
121 Seminar Terrace,Full-Time,Rent,4,53,56452.90651
144 Crown Street,Full-Time,Own,4,57,47638.10015
52 Friar’s Court,Part-Time,Own,4,34,32490.96221
6 Station Road,Full-Time,Own,1,45,52304.75717
177 Varsity Place,Unemployed,Rent,6,42,11940.94889
57 Dean’s View,Unemployed,Rent,2,54,10958.5325
6 Old Forge Lane,Full-Time,Own,6,57,58894.88428
31 Friar’s Court,Full-Time,Rent,2,37,45669.81238
100 Victoria Parade,Full-Time,Rent,5,29,49121.05731
94 Grand Arcade,Full-Time,Rent,1,30,50585.75103
30 George Square,Full-Time,Rent,2,44,56963.98756
131 Silverleaf Way,Full-Time,Own,2,36,48494.01601
98 Freshers Row,Unemployed,Rent,3,36,10228.36509
5 Church Road,Full-Time,Own,6,37,42744.99295
12 Horizon Close,Part-Time,Rent,3,29,26309.60441
123 Queen Avenue,Full-Time,Own,1,44,47816.32739
157 Faculty Court,Part-Time,Own,1,54,24605.97616
43 Castle Lane,Full-Time,Own,2,41,41527.26139
5 Professor’s Close,Full-Time,Own,3,45,54084.8955
187 Maple Drive,Full-Time,Own,3,28,41419.28602
67 Exam Square,Full-Time,Own,2,46,40037.2989
94 Dahlia Court,Full-Time,Own,2,31,41252.19918
103 Library Lane,Full-Time,Own,5,51,52775.69953
80 Parliament Street,Full-Time,Own,4,38,51242.23335
29 Faculty Court,Unemployed,Rent,6,39,11259.1684
64 Heritage Close,Retired,Own,1,43,22056.09373
165 Mill Street,Part-Time,Own,1,42,31071.43909
191 Pillory Hill,Full-Time,Own,5,57,56138.55178
67 Castle Lane,Part-Time,Rent,3,33,32623.98673
70 Friar’s Court,Full-Time,Rent,6,40,46361.56519
153 Sycamore Way,Part-Time,Rent,4,44,31414.41025
137 School House Lane,Full-Time,Rent,3,47,54635.3293
10 Silverleaf Way,Full-Time,Rent,5,30,56381.23873
26 Church Road,Full-Time,Rent,5,36,59771.47665
196 Lab Street,Full-Time,Rent,5,46,47991.06379
129 Cedar Crescent,Part-Time,Rent,1,40,24363.62242
187 Town Gate,Full-Time,Own,1,48,50469.07228
77 Town Gate,Full-Time,Own,3,48,46432.57085
153 Chapel Walk,Full-Time,Own,6,34,46040.50636
145 Poppy Crescent,Part-Time,Rent,2,54,32200.31953
91 Horizon Close,Full-Time,Own,1,37,40868.26318
33 Heritage Close,Retired,Rent,1,34,25415.27778
191 Seminar Terrace,Part-Time,Own,4,50,31618.0138
140 Scholar’s Walk,Unemployed,Rent,4,29,10904.99885
86 Rosehip Road,Full-Time,Own,5,43,59251.68619
4 Graduation Way,Full-Time,Own,3,41,40176.35856
182 Merchant Street,Full-Time,Rent,5,25,50470.72955
18 Lecture Hall Lane,Full-Time,Own,4,56,57479.31088
25 Study Mews,Unemployed,Rent,4,25,8815.625317
29 Scholar’s Walk,Unemployed,Rent,5,35,11904.42274
97 Juniper Walk,Full-Time,Own,4,41,43804.65319
163 Faculty Court,Unemployed,Rent,4,46,10548.3521
161 Birch Grove,Full-Time,Rent,3,38,41493.8361
51 Station Road,Full-Time,Rent,4,47,50383.15736
186 Oak Lane,Full-Time,Own,5,42,45010.02836
30 Cedar Crescent,Full-Time,Own,5,43,46222.66866
198 Professor’s Close,Unemployed,Rent,2,51,9480.252691
97 Chapel Walk,Full-Time,Rent,4,42,44668.8302
142 Alumni Grove,Unemployed,Rent,2,41,11467.6579
180 Cathedral Row,Full-Time,Rent,6,50,43042.66824
5 Manor Row,Retired,Own,1,54,24301.03678
68 Graduation Way,Unemployed,Rent,6,58,11925.1703
53 Lecture Hall Lane,Part-Time,Own,4,40,31054.13659
